"MOVIEID","TITLE","YEAR","ADULT_FLAG","IMDBRATINGS","ROTTENTOMATOESRATINGS"
"tt7594134","Hurley",2019,"Non-Adult",75,47
"tt7594584","Maria",2019,"Adult",50,54
"tt7600382","Ride Like a Girl",2019,"Non-Adult",70,58
"tt7600716","DNA",2020,"Adult",59,51
"tt7601296","The Legend of Halloween Jack",2018,"Adult",34,44
"tt7605074","The Wandering Earth",2019,"Non-Adult",59,76
"tt7608028","The Open House",2018,"Adult",33,47
"tt7608418","A Christmas Prince",2017,"Non-Adult",58,72
"tt7615302","Red Joan",2018,"Adult",64,66
"tt7616148","Luce",2019,"Adult",66,64
"tt7627790","Before Your Time",2017,"Non-Adult",58,42
"tt7643622","The World We Make",2019,"Non-Adult",56,46
"tt7653254","Marriage Story",2019,"Adult",79,83
"tt7671064","Brittany Runs a Marathon",2019,"Adult",68,85
"tt7681824","We the Animals",2018,"Adult",69,60
"tt7682382","Sweetheart",2019,"Non-Adult",61,62
"tt7682430","Howard",2018,"Non-Adult",75,62
"tt7686876","Unexpectedly Yours",2017,"Non-Adult",67,48
"tt7689052","Daphne & Velma",2018,"Non-Adult",42,52
"tt7689906","Monsters and Men",2018,"Adult",61,56
"tt7689924","Seeing Allred",2018,"Non-Adult",73,74
"tt7690638","Soorma",2018,"Non-Adult",73,71
"tt7730102","Big Kill",2019,"Adult",54,51
"tt7736496","Jingle Jangle: A Christmas Journey",2020,"Non-Adult",64,63
"tt7736536","All of You",2017,"Non-Adult",57,42
"tt7748076","This Mountain Life",2018,"Non-Adult",72,52
"tt7755856","Banana Split",2018,"Adult",62,55
"tt7763020","Dovlatov",2018,"Non-Adult",64,68
"tt7772580","The Perfection",2018,"Adult",62,84
"tt7772872","Painter",2020,"Non-Adult",50,36
"tt7775622","Free Solo",2018,"Non-Adult",81,77
"tt7778680","Photograph",2019,"Non-Adult",68,74
"tt7779590","Euphoria",2018,"Adult",65,50
"tt7805960","Torbaaz",2020,"Adult",53,54
"tt7827944","The Wedding Party 2: Destination Dubai",2017,"Non-Adult",47,42
"tt7832848","Inside Man: Most Wanted",2019,"Adult",56,60
"tt7841496","Perdida",2018,"Adult",57,53
"tt7846844","Enola Holmes",2020,"Non-Adult",66,77
"tt7869070","The Fanatic",2019,"Adult",41,54
"tt7871636","Deliha 2",2018,"Non-Adult",47,44
"tt7873348","Save Yourselves!",2020,"Adult",58,61
"tt7895904","Family Blood",2018,"Adult",42,41
"tt7903530","We Die Young",2019,"Adult",52,54
"tt7913394","Norm of the North: Keys to the Kingdom",2018,"Non-Adult",30,40
"tt7913994","Speed Demons",2018,"Non-Adult",64,41
"tt7919810","The Turkey Bowl",2019,"Non-Adult",54,48
"tt7933796","Disclosure",2020,"Adult",60,69
"tt7939766","I'm Thinking of Ending Things",2020,"Adult",65,71
"tt7942746","Body at Brighton Rock",2019,"Adult",47,50
"tt7945440","The Lie",2018,"Adult",58,57
"tt7945450","Notturno",2020,"Adult",66,55
"tt7946422","Prospect",2018,"Adult",63,68
"tt7946836","Animal World",2018,"Adult",64,61
"tt7947150","This One's for the Ladies",2018,"Adult",54,39
"tt7957694","The Last Summer",2019,"Non-Adult",56,61
"tt7967412","Eye for an Eye",2019,"Adult",66,76
"tt7969042","Social Animals",2018,"Adult",57,53
"tt7970348","The Stand In",2020,"Adult",47,55
"tt7976208","The Haunting of Sharon Tate",2019,"Adult",29,48
"tt7976502","Pari",2018,"Non-Adult",39,70
"tt7979142","The Night Clerk",2020,"Adult",56,62
"tt7981318","Cook Off",2017,"Adult",60,44
"tt7983712","Rogue Warfare: The Hunt",2019,"Adult",32,41
"tt7983744","Rogue Warfare: Death of a Nation",2020,"Adult",33,43
"tt7983894","Ammonite",2020,"Adult",65,67
"tt7984734","The Lighthouse",2019,"Adult",74,80
"tt7984766","The King",2019,"Adult",73,90
"tt8000718","The Operative",2019,"Adult",58,62
"tt8015080","Godzilla: City on the Edge of Battle",2018,"Non-Adult",58,58
"tt8023734","Kadaikutty Singam",2018,"Non-Adult",68,55
"tt8028526","Boonie Bears: The Big Shrink",2018,"Non-Adult",58,43
"tt8041276","Paddleton",2019,"Adult",72,84
"tt8045906","Words on Bathroom Walls",2020,"Non-Adult",72,66
"tt8055324","Blanche",2018,"Non-Adult",48,37
"tt8058874","We Summon the Darkness",2019,"Adult",52,58
"tt8060774","15 Minutes of War",2019,"Non-Adult",64,56
"tt8064262","Paws P.I.",2018,"Non-Adult",41,43
"tt8064392","Expedition China",2017,"Non-Adult",66,40
"tt8075016","The Courier",2019,"Adult",48,61
"tt8075192","Shoplifters",2018,"Adult",79,76
"tt8075260","Someone Great",2019,"Adult",62,68
"tt8076222","Untamed Romania",2018,"Non-Adult",84,60
"tt8076344","Penguin Highway",2018,"Non-Adult",71,67
"tt8080302","Penguins",2019,"Non-Adult",71,56
"tt8103160","Britt-Marie Was Here",2019,"Non-Adult",56,50
"tt8106534","6 Underground",2019,"Adult",61,75
"tt8106570","The Rachel Divide",2018,"Adult",63,64
"tt8106576","The Bleeding Edge",2018,"Non-Adult",76,66
"tt8106596","The Legend of Cocaine Island",2018,"Adult",64,57
"tt8108230","Pokémon the Movie: The Power of Us",2018,"Non-Adult",63,70
"tt8110640","In the Shadow of the Moon",2019,"Adult",62,77
"tt8126440","Extinction",2018,"Adult",56,74
"tt8128188","High Flying Bird",2019,"Adult",62,66
"tt8130968","Badla",2019,"Non-Adult",77,80
"tt8132700","Behind the Curve",2018,"Non-Adult",65,77
"tt8135494","Active Measures",2018,"Non-Adult",77,66
"tt8145202","The F**k-It List",2020,"Adult",52,48
"tt8151874","Honey Boy",2019,"Adult",72,89
"tt8160834","Follow Me",2020,"Adult",55,55
"tt8169446","Wine Country",2019,"Adult",55,61
"tt8170298","John Henry",2020,"Adult",36,48
"tt8176578","Flavors of Youth",2018,"Non-Adult",66,76
"tt8178486","Earthquake Bird",2019,"Adult",60,61
"tt8179024","Body Cam",2020,"Adult",53,57
"tt8179388","Rim of the World",2019,"Non-Adult",53,63
"tt8186932","M.O.M. Mothers of Monsters",2020,"Adult",58,54
"tt8188610","F2: Fun and Frustration",2019,"Non-Adult",61,49
"tt8201170","The Perfect Date",2019,"Non-Adult",58,72
"tt8202262","Justine",2019,"Adult",67,47
"tt8223844","Modest Heroes",2018,"Non-Adult",66,61
"tt8230872","The Body Remembers When the World Broke Open",2019,"Adult",69,67
"tt8236336","The Report",2019,"Adult",72,89
"tt8236398","In Search of Greatness",2018,"Non-Adult",69,51
"tt8237172","Gundala",2019,"Non-Adult",61,57
"tt8241138","Loop",2020,"Non-Adult",64,57
"tt8242084","My Spy",2020,"Non-Adult",64,76
"tt8246392","Get In",2019,"Adult",56,79
"tt8251336","No One Will Ever Know",2018,"Adult",62,40
"tt8254556","Girl",2018,"Adult",72,66
"tt8258074","Fantastic Fungi",2019,"Non-Adult",74,64
"tt8273258","Lilli",2018,"Adult",57,42
"tt8276106","Tattoo of Revenge",2018,"Adult",49,39
"tt8286926","Njan Prakashan",2018,"Non-Adult",77,56
"tt8296660","A Remarkable Tale",2019,"Non-Adult",54,47
"tt8299768","Blow the Man Down",2019,"Adult",64,82
"tt8310924","Faith, Hope & Love",2019,"Non-Adult",64,70
"tt8318284","The Legion",2020,"Adult",33,50
"tt8326250","Sylvia",2018,"Non-Adult",52,42
"tt8328716","Doom: Annihilation",2019,"Adult",38,55
"tt8328740","Okko's Inn",2018,"Non-Adult",71,80
"tt8332802","Amulet",2020,"Adult",49,55
"tt8333746","Pinocchio",2019,"Non-Adult",63,72
"tt8359848","Climax",2018,"Adult",69,75
"tt8361028","Cam",2018,"Adult",59,64
"tt8362228","The Stand at Paxton County",2020,"Adult",64,50
"tt8364368","Crawl",2019,"Adult",61,72
"tt8367184","The Wedding Year",2019,"Adult",56,52
"tt8368406","Vivarium",2019,"Adult",59,71
"tt8372368","Rocketman",2019,"Adult",63,79
"tt8380776","Grand Isle",2019,"Adult",47,59
"tt8393332","Twin Murders: The Silence of the White City",2019,"Adult",54,54
"tt8400758","Killers Anonymous",2019,"Adult",40,54
"tt8404614","The Two Popes",2019,"Non-Adult",76,76
"tt8406660","Inmate Zero",2020,"Non-Adult",43,49
"tt8413566","Disconnect",2018,"Adult",50,41
"tt8430598","Shirley",2020,"Adult",61,64
"tt8431078","Friendsgiving",2020,"Adult",45,50
"tt8435268","How to Get Over a Breakup",2018,"Adult",61,56
"tt8435324","Bombay Rose",2019,"Non-Adult",65,46
"tt8436026","A Fortunate Man",2018,"Non-Adult",72,75
"tt8439854","Lust Stories",2018,"Non-Adult",64,63
"tt8443704","Dear Ex",2018,"Adult",73,82
"tt8459250","Shéhérazade",2018,"Adult",71,59
"tt8461224","The Tax Collector",2020,"Adult",49,61
"tt8478602","Godzilla: The Planet Eater",2018,"Non-Adult",51,56
"tt8484012","Sword of Trust",2019,"Adult",63,62
"tt8484160","Black Beauty",2020,"Non-Adult",64,58
"tt8503618","Hamilton",2020,"Non-Adult",83,81
"tt8508734","His House",2020,"Non-Adult",64,87
"tt8510324","Good Game: The Beginning",2018,"Non-Adult",47,42
"tt8510488","Holiday in the Wild",2019,"Non-Adult",62,63
"tt8514564","The Interpreters",2018,"Non-Adult",74,46
"tt8522006","Happiest Season",2020,"Non-Adult",66,83
"tt8523028","Roped",2020,"Non-Adult",55,51
"tt8526872","Dolemite Is My Name",2019,"Adult",72,92
"tt8529070","Pinky Memsaab",2018,"Non-Adult",63,48
"tt8530796","Light in the Dark",2020,"Non-Adult",62,39
"tt8530978","Beats",2019,"Adult",64,65
"tt8563452","Crypto",2019,"Adult",53,58
"tt8574836","Cunningham",2019,"Non-Adult",66,45
"tt8580274","Eurovision Song Contest: The Story of Fire Saga",2020,"Non-Adult",65,84
"tt8581198","Jane and Emma",2018,"Non-Adult",62,42
"tt8595708","Pulang",2018,"Non-Adult",67,48
"tt8599746","Let's Dance",2019,"Adult",60,51
"tt8613070","Portrait of a Lady on Fire",2019,"Adult",80,80
"tt8613876","Kidnapping Stella",2019,"Adult",49,55
"tt8618654","Kiss the Ground",2020,"Adult",81,87
"tt8629748","Spenser Confidential",2020,"Adult",62,73
"tt8632862","Fahrenheit 11/9",2018,"Adult",72,66
"tt8633478","Run",2020,"Non-Adult",67,74
"tt8637428","The Farewell",2019,"Non-Adult",75,76
"tt8637504","Disclosure",2020,"Adult",81,69
"tt8663516","Child's Play",2019,"Adult",57,67
"tt8664988","The Blackout",2019,"Adult",60,66
"tt8665746","RX 100",2018,"Non-Adult",69,52
"tt8704802","The Last Blockbuster",2020,"Non-Adult",67,61
"tt8706138","Ava",2020,"Adult",30,70
"tt8709036","A Christmas Prince: The Royal Wedding",2018,"Non-Adult",53,63
"tt8717446","Blackbird",2019,"Adult",66,61
"tt8731842","Odu Raja Odu",2018,"Non-Adult",55,39
"tt8737608","Rams",2020,"Non-Adult",65,60
"tt8741182","Dance Dreams: Hot Chocolate Nutcracker",2020,"Non-Adult",71,48
"tt8743032","The Silence of the Marsh",2019,"Adult",50,55
"tt8749922","Grand-Daddy Day Care",2019,"Non-Adult",50,50
"tt8750122","Benchwarmers 2: Breaking Balls",2019,"Non-Adult",41,46
"tt8750570","Sergio",2020,"Adult",62,66
"tt8758086","Mercy Black",2019,"Non-Adult",49,55
"tt8759834","Selah and the Spades",2019,"Adult",51,54
